"","idnum","f1g9a","f1g9b","f1g9c","f1g9d","f1g9e","f1g9f","f1g9g","f1g9h","f1g9i","f1g9j","f1g9k","f1g9l","m2b18a","m2b18b","m2b18c","m2b18d","m2b18e","m2b18f","m2b18g","m2b18h","m2c3a","m3b4a","m3b4b","m3b4c","m3b4d","m3b4e","m3b4f","m3b4g","m3b4h","m3b4i","m3b4j","m3b4k","m3b4l","m3b4m","m3c3a","m3c3b","m3c3c","m3c3d","m3c3e","m3c3f","m3c3g","m3c3h","m3c3i","m3c3j","m3c3k","m3c3l","m3c3m","f3c3a","f3c3b","f3c3c","f3c3d","f3c3e","f3c3f","f3c3g","f3c3h","f3c3i","f3c3j","f3c3k","f3c3l","f3c3m","f3b4a","f3b4b","f3b4c","f3b4d","f3b4e","f3b4f","f3b4g","f3b4h","f3b4i","f3b4j","f3b4k","f3b4l","f3b4m","m4c3a","m4c3b","m4c3c","m4c3d","m4c3e","m4c3f","m4c3g","m4c3h","f4b4a1","f4b4a2","f4b4a3","f4b4a4","f4b4a5","f4b4a6","f4b4a7","f4b4a8","f4c3a","f4c3b","f4c3c","f4c3d","f4c3e","f4c3f","f4c3g","f4c3h","f2b36a","f2b36b","f2b36c","f2b36d","f2b36e","f2b36f","f2b36g","f2b36h","f2c3a","f2c3b","f2c3c","f2c3d","f2c3e","f2c3f","f2c3g","f2c3h","f2c3i","f2c3j","m2c3b","m2c3c","m2c3d","m2c3e","m2c3f","m2c3g","m2c3h","m2c3i","m2c3j"
"330",330,3,1,6,0,3,0,0,7,2,7,7,4,0,7,7,7,7,7,7,7,-6,7,7,7,7,0,7,7,7,7,7,7,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2,-2,-2,-2,-2,-2,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"331",331,0,0,0,2,0,4,0,0,0,0,0,0,4,2,3,3,5,1,7,7,0,1,7,7,7,1,2,1,2,7,7,2,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,1,0
"332",332,0,3,0,0,0,0,0,4,0,0,0,0,5,3,5,5,5,3,5,5,2,2,7,7,7,7,7,7,7,7,7,1,0,7,0,7,7,0,1,1,1,1,7,2,1,0,1,7,7,7,7,7,7,7,1,7,7,3,0,7,2,7,7,7,7,7,7,7,7,7,2,0,7,0,0,0,0,2,0,1,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,4,3,0,2,5,2
"333",333,2,0,3,2,0,0,0,0,0,0,0,0,7,3,4,4,0,1,7,7,1,5,7,7,7,7,3,3,4,7,0,0,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,5,4,7,7,3,7,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0,1,0
"334",334,0,1,0,0,0,0,0,0,0,0,0,0,4,3,5,0,7,7,7,7,7,4,7,7,7,3,6,4,7,6,7,2,0,7,2,7,7,0,3,0,4,7,1,7,2,0,5,5,7,7,4,5,5,5,7,7,4,3,7,7,3,7,7,4,5,5,5,7,7,5,3,7,5,4,0,7,5,2,5,7,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,5,5,7,1,7,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,0,4,7,7,7,7,7,2
"335",335,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,7,7,7,2,7,7,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"336",336,1,0,0,2,0,0,1,0,0,0,0,0,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,6,7,2,2,7,7,6,7,7,7,7,7,7,7,7,2,2,4,7,7,7,7,6,7,7,7,7,7,1,2,0,7,7,7,7,6,6,7,7,7,7,1,2,0,7,6,7,7,7,7,2,3,4,5,7,3,6,7,3,3,4,4,7,3,7,7,4,3,3,7,6,7,7,7,1,7,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,5,7,7,7,2,5,2,7,1
"337",337,3,0,0,0,0,0,1,1,0,0,0,0,7,7,4,1,7,0,7,7,7,7,7,2,5,3,7,2,7,7,1,2,7,7,3,7,-2,3,4,7,1,7,7,1,2,7,3,4,7,2,7,7,5,1,4,7,2,2,7,2,5,7,1,7,7,6,1,4,7,2,2,7,5,0,7,3,3,7,2,2,7,0,7,1,5,7,3,3,7,2,2,2,2,7,3,3,1,7,5,3,3,7,1,7,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,1,0,3,0,7,7,7,0
"338",338,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,3,2,2,7,7,7,7,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,3,3,3,3,7,2,1,3,7,7,7,4,7,3,2,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2
"339",339,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,4,2,2,7,7,7,7,7,7,3,7,7,7,0,4,2,2,7,7,4,7,7,2,7,7,7,2,4,2,2,4,7,1,7,5,4,1,7,7,1,5,1,1,0,7,1,7,4,3,5,1,1,3,7,1,4,0,0,7,3,3,3,7,3,3,0,5,1,5,3,4,2,2,0,3,7,2,2,3,2,4,5,6,1,6,3,4,1,7,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,7,7,2,2,7,7,7,0
"340",340,0,0,0,2,0,7,0,3,0,0,0,1,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,4,2,0,7,2,0,5,0,2,2,2,2,2,2,1,0,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,1,1,1,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,2,2,2,7,7,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,7,7,7
"341",341,0,0,0,0,0,7,0,0,0,0,0,0,7,7,5,5,7,4,7,7,7,7,7,7,7,4,7,7,7,7,5,1,7,7,7,7,7,7,2,7,7,7,7,2,1,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,7,7,7,7,7,3,3,7,7,2,2,3,7,3,2,2,4,7,2,3,4,3,3,3,7,7,3,2,2,5,7,7,7,7,4,3,4,7,7,5,5,7,3,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,3,3,7,3,7,7,7,7
"342",342,0,2,0,0,0,7,0,0,0,0,0,0,7,7,4,4,7,4,7,7,7,7,7,7,7,7,7,7,7,7,4,3,7,7,7,7,7,7,7,7,7,7,7,3,3,7,7,7,7,7,7,7,7,7,7,7,3,3,2,0,7,7,7,7,7,7,7,7,7,3,3,3,-2,4,4,4,4,7,4,2,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,7,7,7,6,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,2,2,7,2,7,7,7,7
"343",343,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,7,2,1,4,2,7,7,-6,3,7,7,7,2,1,3,7,7,2,0,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"344",344,3,0,0,1,0,7,0,2,0,0,0,0,7,7,2,3,7,3,7,7,-6,7,7,7,7,0,3,2,7,7,7,1,0,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2,-2,-2,-2,-2,-2,-2,-2,4,3,7,7,7,7,7,7,5,5,5,7,7,6,7,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"345",345,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,5,7,3,7,3,7,7,-6,7,7,7,7,4,7,7,4,7,2,1,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"346",346,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,7,2,4,7,3,2,2,7,7,2,2,7,3,3,2,7,7,2,5,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"347",347,1,4,1,0,0,3,3,5,3,0,0,0,7,7,2,2,7,7,7,7,-6,7,7,7,7,7,4,4,7,7,3,3,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"348",348,1,1,0,5,0,1,3,4,4,0,0,0,7,7,7,0,7,2,7,7,5,7,7,7,7,7,7,7,7,7,1,1,7,5,5,7,7,5,7,7,7,5,7,1,1,7,2,7,7,7,7,7,7,7,7,7,2,4,0,7,4,7,7,7,5,7,1,7,7,2,1,0,7,2,4,1,3,5,5,3,4,1,3,3,5,7,3,1,5,5,5,4,4,7,1,6,7,201,201,201,202,201,202,201,205,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,5,5,0,4,0,7,0,7,0
"349",349,4,3,3,2,5,2,4,5,4,2,3,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,7,7,1,0,7,7,7,7,4,1,0,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,1,1,0,0,0,1,1,4,3,4,6,7,4,2,4,5,2,2,3,7,2,3,2,203,205,205,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9
"350",350,0,0,0,0,0,0,7,7,3,0,3,0,7,7,2,2,7,7,7,7,7,7,7,7,7,7,4,3,7,6,6,3,0,7,2,7,7,7,2,0,0,2,7,3,3,0,1,6,7,7,0,7,5,5,5,7,2,1,7,7,3,7,7,0,7,5,3,4,7,2,1,5,7,2,3,2,1,7,3,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,2,0,3,0,2,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,0,0,2,0,0,2,7,5
"351",351,5,0,1,0,0,0,0,4,0,0,0,0,201,201,202,202,201,203,201,201,-6,7,7,7,3,7,3,4,7,4,4,1,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,3,7,2,2,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"352",352,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,3,3,7,4,7,7,-6,5,7,7,7,0,4,2,2,7,7,3,0,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"353",353,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,1,2,5,7,0,2,2,7,7,0,7,0,0,0,7,4,0,3,7,1,7,7,0,2,0,0,4,7,7,0,0,7,4,7,7,7,7,7,7,4,4,4,3,4,2,2,7,7,7,7,4,4,3,7,4,3,3,7,0,0,0,0,2,3,4,7,4,3,3,4,7,4,4,7,0,0,0,0,2,0,0,2,203,201,205,205,203,202,201,201,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,0,0,0,5,7,7,7,7
"354",354,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,3,2,7,2,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"355",355,2,0,0,7,1,7,0,0,2,1,1,1,7,7,2,2,7,1,7,7,-6,5,7,7,3,0,5,3,1,5,2,1,-2,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,4,7,0,7,3,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"356",356,5,1,1,0,2,7,0,6,7,0,3,6,5,7,5,5,7,3,7,7,4,7,7,7,7,7,7,7,7,7,2,2,0,7,3,7,7,7,7,3,3,3,7,1,1,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,7,7,7,7,5,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,3,0,2,4,-2,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,6,4,4,7,0,2,2,7,3
"357",357,0,0,0,7,7,7,7,2,2,4,0,2,5,7,4,4,7,7,7,7,7,5,7,7,7,7,4,4,5,7,7,4,5,7,4,6,7,3,7,4,4,7,7,0,3,3,6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,3,4,3,7,4,4,4,2,7,7,7,7,5,3,7,5,3,5,7,5,7,3,5,7,7,7,1,7,2,7,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,7,4,7,0,7,7,7,7
"358",358,2,2,0,0,0,0,0,2,0,0,0,0,7,7,7,7,7,7,7,7,7,4,7,7,1,4,7,7,7,7,4,0,0,7,4,7,7,0,7,3,2,7,7,2,0,0,7,4,7,7,7,7,5,5,4,7,5,5,0,7,3,7,7,7,2,7,7,7,7,4,4,0,7,7,4,6,3,7,7,5,3,6,3,3,7,7,5,1,3,4,2,2,2,7,1,1,1,7,7,7,7,7,3,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,7,7,7
"359",359,0,0,0,0,0,0,7,0,0,0,0,0,7,4,5,3,4,5,7,7,3,3,7,7,4,3,3,3,7,7,5,1,3,7,2,7,7,3,2,2,2,1,7,5,2,1,7,7,7,7,7,7,7,7,7,7,7,4,0,4,7,7,7,7,7,7,7,7,7,7,5,0,3,3,4,5,7,5,4,3,7,7,7,7,3,7,5,7,7,7,7,7,4,7,5,4,7,7,7,2,1,7,2,7,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,0,2,5,3,2,2,7,3
"360",360,2,3,0,0,2,0,3,5,0,0,2,0,3,3,3,4,3,1,3,3,0,2,7,7,7,1,6,7,4,7,3,2,2,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2,-2,-2,3,2,2,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,5,5,5,5,3,0,7,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,0,1,2,2,3,0
"361",361,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,3,3,3,7,7,7,7,-6,3,7,7,5,5,3,5,3,7,3,5,5,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,7,7,2,1,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"362",362,7,0,0,0,0,7,0,0,0,0,0,0,7,7,7,7,7,5,7,7,-6,7,7,7,3,7,7,3,3,7,7,1,2,7,0,1,2,0,0,0,0,1,0,0,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6
"363",363,3,5,7,7,7,5,7,7,7,7,7,7,201,201,202,-5,-5,-5,-5,-5,-5,1,7,7,4,4,7,7,4,7,2,2,7,7,1,7,7,2,1,1,1,4,3,2,2,7,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,5,5,2,3,2,1,2,5,1,3,1,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,201,201,202,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,204,-5,201,-5,-5,201,-5,-5
"364",364,7,7,7,7,7,7,0,3,0,0,0,0,2,3,4,0,7,3,7,7,0,7,7,7,4,7,7,3,7,7,3,5,5,7,0,2,2,0,2,2,2,0,2,0,0,2,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0,0,0
"365",365,0,0,0,0,0,0,0,7,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,7,7,7,7,7,0,7,1,2,7,7,6,7,7,7,7,5,5,0,7,1,2,7,5,-9,-9,-9,-9,-9,-9,-9,-9,5,6,5,7,5,4,2,3,5,6,6,7,7,2,4,7,201,201,201,203,201,203,201,201,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9
"366",366,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,3,3,3,5,3,5,5,2,7,7,7,7,4,7,7,7,7,4,4,0,7,2,2,2,2,-2,2,-2,2,2,2,2,0,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,1,2,0,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,1,1,2,3,3,3,3,3
"367",367,1,0,0,3,0,1,0,2,2,0,3,1,4,1,0,4,3,0,7,7,0,7,7,7,7,7,7,7,7,7,1,1,0,7,1,2,2,0,0,2,2,2,2,2,1,0,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,1,1,1,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,5,3,3,4,4,4,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,1,1,1,2,2,2,1,2
"368",368,0,0,0,0,0,2,0,3,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,7,7,7,7,-2,7,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9
"369",369,0,0,0,3,3,4,0,6,0,0,0,2,7,5,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,1,0,7,7,7,7,7,7,7,7,7,7,0,1,0,7,0,7,7,4,7,7,7,7,7,3,2,7,7,0,7,7,7,7,7,7,7,7,3,1,0,7,-9,-9,-9,-9,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,5,0,3,2,7,4,7,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0,0,0,7,0,7,0,7,1
"370",370,0,0,0,0,1,7,0,0,0,0,0,0,7,5,0,5,7,2,7,7,5,3,7,7,7,7,7,7,7,5,4,2,0,7,2,-2,2,2,2,2,2,2,2,0,2,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,2,2,1,2,2,1,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,7,7,0,3,7,5,7,7,7,7,3,1,2,4,0,3,4,5,1
"371",371,0,0,0,0,0,2,3,2,0,0,0,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,7,7,3,0,3,3,7,7,2,1,4,7,4,7,7,4,2,4,2,2,7,2,1,4,7,7,7,7,7,6,6,6,6,6,2,1,7,7,7,7,7,6,7,5,7,6,7,3,1,7,7,-9,-9,-9,-9,-9,-9,-9,-9,7,7,2,4,7,3,2,7,4,3,3,5,7,3,3,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
